country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,71 ships,Advanced,Gandhi-like,15 factories,Good,last online 4 hours ago,rankings.php?subregion=car,The Federal Colonies,$26935 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,376 Mbbl,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,279k active personnel,60 ships,Advanced,Nice,16 factories,Good,last online 10 hours ago,rankings.php?subregion=egy,BAMF,$26466 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,45021 km 2,http://blocgame.com/stats.php?id=49204,,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,699k active personnel,84 ships,Advanced,Gandhi-like,40 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$26459 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,135519 km 2,http://blocgame.com/stats.php?id=47945,313 Mbbl,4 Tons,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,45 ships,Advanced,Gandhi-like,19 factories,Poor,last online 42 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$25537 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,3 Tons,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,28 ships,Advanced,Gandhi-like,12 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$23966 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,58 ships,Advanced,Gandhi-like,15 factories,Standard,last online 8 hours ago,rankings.php?subregion=ind,The Federal Colonies,$23363 million,alliancestats.php?allianceid=1401,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,319k active personnel,86 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Elite,last online 2 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$23034 million,alliancestats.php?allianceid=1568,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,,15%
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,135k active personnel,45 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Elite,last online 8 hours ago,rankings.php?subregion=car,The Federal Colonies,$22951 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,269k active personnel,44 ships,Advanced,Gandhi-like,12 factories,Elite,last online 22 hours ago,rankings.php?subregion=mex,The Federal Colonies,$22920 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,135 Mbbl,,45%
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,332k active personnel,62 ships,Advanced,Questionable,19 factories,Good,last online 20 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$22876 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Persian Gulf War surplus,Gandhi-like,20 factories,Standard,last online 10 hours ago,rankings.php?subregion=chi,BAMF,$22595 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,519k active personnel,13 ships,Persian Gulf War surplus,Gandhi-like,24 factories,Standard,last online 4 hours ago,rankings.php?subregion=chi,BAMF,$22388 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,409 Mbbl,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,Gandhi-like,8 factories,Good,last online 25 hours ago,rankings.php?subregion=pac,The Federal Colonies,$22189 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,,5%
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,253k active personnel,55 ships,Advanced,Normal,21 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$22159 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,101239 km 2,http://blocgame.com/stats.php?id=53748,,5 Tons,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,239k active personnel,51 ships,Almost Modern,Gandhi-like,10 factories,Elite,last online 3 hours ago,rankings.php?subregion=ama,The High Council,$21523 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,2 Tons,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,78k active personnel,0 ships,Advanced,Angelic,13 factories,Elite,last online 18 hours ago,rankings.php?subregion=car,The Federal Colonies,$21248 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45065 km 2,http://blocgame.com/stats.php?id=44573,294 Mbbl,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,405k active personnel,51 ships,Advanced,Gandhi-like,18 factories,Standard,last online 22 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$21086 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,278k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,BAMF,$20797 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,319k active personnel,12 ships,Advanced,Gandhi-like,14 factories,Elite,last online 7 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$20503 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,2570 Mbbl,,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,445k active personnel,55 ships,Advanced,Gandhi-like,19 factories,Elite,last online 4 hours ago,rankings.php?subregion=ama,BAMF,$20492 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,201k active personnel,34 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Good,last online 33 hours ago,rankings.php?subregion=ama,BAMF,$20216 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,399k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,20 factories,Standard,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$20005 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,3805 Mbbl,1 Tons,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,308k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,17 factories,Elite,last online 37 hours ago,rankings.php?subregion=sub,BAMF,$19745 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,513k active personnel,18 ships,Advanced,Gandhi-like,24 factories,Elite,last online 4 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$19663 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,3768 Mbbl,1 Tons,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,140k active personnel,47 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 5 hours ago,rankings.php?subregion=per,The Federal Colonies,$19031 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35248 km 2,http://blocgame.com/stats.php?id=48914,186 Mbbl,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,555k active personnel,80 ships,Advanced,Good,17 factories,Good,last online 13 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$18889 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,131329 km 2,http://blocgame.com/stats.php?id=52362,2598 Mbbl,14 Tons,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1595,249k active personnel,51 ships,Advanced,Gandhi-like,20 factories,Poor,last online 6 hours ago,rankings.php?subregion=waf,The High Council,$18803 million,alliancestats.php?allianceid=1595,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,376k active personnel,55 ships,Advanced,Gandhi-like,15 factories,Good,last online 19 hours ago,rankings.php?subregion=per,Inter/pol/,$18756 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,2597 Mbbl,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,41 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 14 hours ago,rankings.php?subregion=mes,BAMF,$18659 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24759 km 2,http://blocgame.com/stats.php?id=49652,1127 Mbbl,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,65 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 23 hours ago,rankings.php?subregion=per,The Federal Colonies,$18586 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,,2 Tons,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1568,917k active personnel,76 ships,Advanced,Gandhi-like,26 factories,Elite,last online 41 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$18430 million,alliancestats.php?allianceid=1568,Egypt,,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,96687 km 2,http://blocgame.com/stats.php?id=49868,4073 Mbbl,29 Tons,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,43 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$18354 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,39 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 88 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$18091 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,65 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 8 hours ago,rankings.php?subregion=pac,BAMF,$17981 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,278k active personnel,35 ships,Almost Modern,Gandhi-like,14 factories,Good,last online 7 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$17954 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Good,last online 7 hours ago,rankings.php?subregion=chi,BAMF,$17947 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,240k active personnel,35 ships,Persian Gulf War surplus,Angelic,11 factories,Elite,last online 5 hours ago,rankings.php?subregion=chi,The High Council,$17806 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,36375 km 2,http://blocgame.com/stats.php?id=44539,,,35%
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,345k active personnel,53 ships,Advanced,Gandhi-like,15 factories,Elite,last online 34 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17444 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63843 km 2,http://blocgame.com/stats.php?id=7511,2811 Mbbl,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,45 ships,Persian Gulf War surplus,Gandhi-like,6 factories,Standard,last online 1 hours ago,rankings.php?subregion=atl,BAMF,$16713 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,,,5%
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,247k active personnel,54 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,Wreckage brothers,$16606 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,68339 km 2,http://blocgame.com/stats.php?id=52889,,,
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,554k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Standard,last online 92 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$16603 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,28436 km 2,http://blocgame.com/stats.php?id=44384,,,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,278k active personnel,43 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$16264 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,2959 Mbbl,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,359k active personnel,51 ships,Advanced,Gandhi-like,17 factories,Elite,last online 10 hours ago,rankings.php?subregion=ara,BAMF,$16019 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,,,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,252k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Standard,last online 14 hours ago,rankings.php?subregion=pac,BAMF,$15916 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,228k active personnel,46 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 8 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$15911 million,alliancestats.php?allianceid=1568,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,298 Mbbl,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,200k active personnel,16 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 19 hours ago,rankings.php?subregion=ara,BAMF,$15842 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,43797 km 2,http://blocgame.com/stats.php?id=39037,,,
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,233k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 40 hours ago,rankings.php?subregion=per,Inter/pol/,$15840 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,50924 km 2,http://blocgame.com/stats.php?id=49556,,,
Kardazar,Mahmud Ali,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,20 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 7 hours ago,rankings.php?subregion=ara,BAMF,$15626 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,32670 km 2,http://blocgame.com/stats.php?id=55305,3015 Mbbl,2 Tons,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,44k active personnel,36 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,last online 47 hours ago,rankings.php?subregion=car,SPQR,$15579 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,49099 km 2,http://blocgame.com/stats.php?id=228,,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,321k active personnel,50 ships,Persian Gulf War surplus,Nice,17 factories,Elite,online now,rankings.php?subregion=chi,Brotherhood of Nod,$15531 million,alliancestats.php?allianceid=1580,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,171k active personnel,31 ships,Almost Modern,Gandhi-like,11 factories,Good,last online 15 hours ago,rankings.php?subregion=car,Wreckage brothers,$15419 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,53756 km 2,http://blocgame.com/stats.php?id=40242,,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,368k active personnel,68 ships,Advanced,Gandhi-like,14 factories,Good,last online 6 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15405 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41234 km 2,http://blocgame.com/stats.php?id=52844,,1 Tons,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,271k active personnel,34 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15228 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,Wreckage brothers,$14873 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
Markovia,RDM HC,http://blocgame.com/alliancestats.php?allianceid=1401,218k active personnel,31 ships,Almost Modern,Gandhi-like,9 factories,Elite,last online 10 hours ago,rankings.php?subregion=car,The Federal Colonies,$14698 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,38053 km 2,http://blocgame.com/stats.php?id=58369,,,
Bourbon Island,Gypsy Danger,http://blocgame.com/alliancestats.php?allianceid=1568,256k active personnel,9 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,online now,rankings.php?subregion=egy,Brotherhood of Zion,$14532 million,alliancestats.php?allianceid=1568,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,34351 km 2,http://blocgame.com/stats.php?id=41247,2064 Mbbl,,
TheDesertFox,DesertFox,http://blocgame.com/alliancestats.php?allianceid=1393,251k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Standard,last online 49 hours ago,rankings.php?subregion=pac,BAMF,$14467 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53252 km 2,http://blocgame.com/stats.php?id=52368,,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,194k active personnel,39 ships,Advanced,Gandhi-like,8 factories,Elite,last online 12 hours ago,rankings.php?subregion=mes,The Federal Colonies,$14442 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,,2 Tons,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,71 ships,Advanced,Nice,24 factories,Elite,online now,rankings.php?subregion=ara,Brotherhood of Nod,$14336 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,128857 km 2,http://blocgame.com/stats.php?id=40488,,,
